Descriptor,Aliases,DUNS
Mercator Gorenjska dd Skofja Loka,Mercator Gorenjska D.D. Skofja Loka|Skofja Loka|Mercator Gorenjska DD|SPECERIJA BLED,364730395
Mercury Systems Inc,"Mercury Computer Systems Inc|Delta Microwave, LLC|Pentek Systems, Inc.|Physical Optics Corp|マーキュリー・コンピューター|Micronetics Incorporated|Richland Technologies L.L.C.|The Athena Group, Inc.|マーキュリー・コンピューター・システムズ|Paragon Dynamics, Inc.|TGS Group|Germane Systems LC|Mercury Systems, Inc.|Delta Microwave LLC|Delta Microwave|Mercury Systems Incorporated|Lewis Innovative Technologies Inc.|LNX Corporation|Avalex Technologies Corporation|Kor Electronics|Atlanta Micro|Pentek Technologies, LLC|Advanced Radio Corporation|Syntonic Microwave LLC|CES Creative Electronic Systems, S.A.",106760549
Mergermarket Limited,The Law Report Group|Creditflux Limited|Perfect Information Limited|C6 Intelligence Information Systems Limited|The Mergermarket Group,238885029
Merial Ltd,Merial Select Inc|Merial Brasil|MERIAL JAPAN|Merial Animal Health Ltd|MERIAL LTD|Merial Saude Animal,034393582
"Meridian Bancorp, Inc.",Mt. Washington Cooperative Bank|East Boston Savings Bank|Meetinghouse Bancorp Inc|Mt. Washington Bank|Meridian Interstate Bancorp Incorporated|Meridian Interstate Bancorp Inc.,081128797
Meriton Apartments Pty Ltd,Meriton Apartments Pty Ltd|Meriton Apartments|Meriton Pty Ltd|Meriton Properties,750506644
Merkez Yayin Holding AS,,535142533
Merkle Technologies S.R.O.,,
Merrill Lynch European Investment Trust PLC,MERCURY EUROPEAN PRIVATISATION|MERCURY EUROPEAN PRIVATISATION TRUST0198|Mepit|MERCURY EUROPEAN PRIVATISATION TRUST PLC|MERCURY EUROPEAN PRIVATISATION INVESTMEN|Merrill Lynch Euro Inv Tst PLC|Mercury European Investment Trust PLC,577466279
Merrill Technologies Group,Merrill Fabricators Inc.|Merrill Tool & Machine Inc.|Merrill Engineering & Integration|Merrill Tool Holding Company|Merrill Aviation Inc,047175245
Merry Go Round Enterprises,MERRY GO ROUND ENTERPRISES|BOOGIES DINER|MERRY GO ROUND ENTERPRISES INC|MERRY GO ROUND ENTERPRISES MGRE|MERRY GO ROUND ENTERPRISES MGRE INC,052334547
Merwede Group B.V.,,386494538
Messaggerie Italiane SpA,Casa Editrice Longanesi SpA|GeMS|Messaggerie Libri|Gruppo editoriale Mauri Spagnol,438662632
Meta Corporation Public Company Limited,,
Metallo-Chimique International NV,METALLO CHIMIQUE INTL,494306632
Metaverse Capital Corp.,Global Blockchain Mining Corp.,203787200
Metje and Ziegler,METJE AND ZIEGLER LTD.|METJE AND ZEIGLER LTD.,652932828
Metlfab Inc,,021870308
Metra Electronics Corp,Turbokits,001323807
Metro Airlines,METRO AIRLINES AMERICAN EAGLE|METRO AIRLINES,055525711
Metro Performance Glass Ltd,Australian Glass Group Pty Ltd|Metro GlassTech|Metroglass,595028665
Metro Rail Transit Corp,EDSA LRT Corp|METRO RAIL TRANSIT,718937352
Metronet (UK) Limited,M247 Ltd,737168653
Mexican American Legal Defense and Educational Fund,Mexican American Legal Defense & Educational Fund|MALDEF,099948283
Meyer Industries Inc,,008116329
Mezhraionnaya Ifns Rossii N 13 Po Saratovskoi Oblasti Fku,,
MiTAC Inc,MiTAC Inc.|神通電腦股份有限公司|神通电脑股份有限公司,656006236
Micel SAS,,492316112
Micro Lambda Wireless Inc,,618910277
Micro Resources Inc.,,118558089
Microcomputer Specialists,,031587262
Microgenix Manufacturing Inc,,789376972
Micromax Informatics Limited,Yu Televentures,918603440
Microsoft Datacenter Netherlands B.V.,,
Microspore S.p.A.,Sacom SpA,429275613
Microsystem Services,,504377391
Microview Technology Corporation,晶积|Microview Technology|晶積,657841669
Midat Mutua,,460021843
Middle East Healthcare Co.,Saudi German Hospitals Group|Middle East Healthcare Company|MECO|Middle East Healthcare Co. (MEAHCO)|MEAHCO|Middle East Healthcare,557848149
Middlefield Banc Corp.,Emerald Bank|Liberty Bank N.A.|Middlefield Banking Company,625343579
"Midea Group Co., Ltd","美的集团股份有限公司|广东美的电器|広東美的集団股フェン有限公司|廣東美的集團股份有限公司|Guangdong MD Holding Co. Ltd.|Servotronix Motion Control Ltd.|美的集団|廣東美的集團|Midea Group Company Limited|Midea Electric Applicants Co., Ltd|Guangdong Midea Holding Co. Ltd.|美的電器|美的集團股份有限公司|美的集團|Guangdong Midea Electric Appliances Co Ltd|Midea Electric Appliances|広東美的電器|美的电器|美的集团|Guangdong Midea Holding Co.|美的置業控股有限公司|MD Holding Co.|美的集団股フン有限公司|Midea Group Co., Ltd|广东美的集团|広東美的集団|Guangdong MD Holding Co.|美的置业控股有限公司|Midea Group|KUKA Aktiengesellschaft|MD HOLDING CO|Guangdong Midea Group|Toshiba Lifestyle Products and Services|Toshiba Lifestyle Products & Services|GD Midea Holding Co Ltd",545240798
Miju Steel Mfg Co Ltd,"Miju Steel Mfg Co Ltd|MIJU STEEL CO.,LTD.",687912386
Mikron Infrared Inc,IMPAC Electronic GmbH|Mikron Instruments Inc|Kleiber Infrared GmbH|IMPAC Infrared GmbH|Mikron Instrument Co Inc,046342564
Milberg LLP,"Milberg Weiss LLP|Milberg Weiss & Bershad|Millberg, Weiss, Bershad, Specthrie & Lerach|Millberg Weiss and Bershad LLP|Millberg Weiss Bershad Hynes and Lerach|Milberg Weiss Bershad & Schulman LLP|Milberg Weiss Bershad Hynes & Lerach LLP",068257252
Milestone Hotel Management Services Ltd,Milestone Hotel,236265984
Milestone Scientific Inc,マイルストーン・サイエンティフィック|US Opportunity Search Inc,006891188
Military Industries Corporation,مؤسسة الصناعات الحربية,552551764
Milk Specialities Ltd,MILK SPECIALTIES,650651623
Millburn Ridgefield Corporation,,195079181
Mincon Group,,232419002
Mind Medicine (MindMed) Inc.,Carolina Capital Corp.|Mind Medicine (MindMed) Inc.|Broadway Gold Mining Ltd.,248260122
Minel Elektrooprema I Postrojenja ad,,535112692
Minerva Capital Corporation,Premo Group,504528126
Mirait Holdings Corporation,株式会社ミライト・テクノロジーズ|ミライトＨＤ|TTK|株式会社ミライトホールディングス|株式会社ミライト・ホールディングス|株式会社ＴＴＫ|ラントロビジョン|ミライトホールディングス|株式会社東電通|ミライト・ホールディングス|TOHOKU TELECOMMUNICATIONS CONSTRUCTION CO|大明株式会社|Todentsu Corporation|TOHOKU TELECOMMUNICATIONS EQUIPMENT|The Tohoku Telecommunications Construction Co Ltd|ミライトHDLG|株式会社コミューチュア|東北通信建設|Commuture Corp|Daimei Telecom Engineering Corporation,691173105
Miscor Group Ltd,"3D Service Ltd|Magnetech Integrated Services, Inc,|Climate Cars Ltd|Magnetech Industrial Services, Inc|Smith Services of Alabama, Inc.|Magnetech Industrial Services|American Motive Power Inc|Visalia Electric Motor Shop, Inc.,",001025530
Mission Valley Bancorp,Mission Valley Bank|Mission Valley Bancorp Sun Valley,618997519
Missouri Department of Economic Development,Missouri's Department of Economic Development,879014686
Missouri Public Service Commission,,
Missouri State University,MSU|Universidad Estatal de Missouri,076255876
Mitchell and O'Brien,,
Mitol,Mitol Sezana,643983224
"Mitsubishi Logisnext Co.,Ltd.",,
Miyazaki Sogo Gakuin Educational Association,,
Mlin a.d. Novi Knezevac,,360271122
Mlinprodukt a.d. Ada,,360272906
Mmd Communications (Holdings) Limited,,
Mobifone Services Joint Stock Company,MobiFone Technical Services JSC|CTCP Dịch vụ Kỹ thuật Mobifone|Mobifone Services Joint Stock Company,555317039
Mobiliario Royo SA,,464599349
Moebus Income & Growth 2 VCT PLC,Mobeus Income & Growth 2 VCT PLC|Matrix E Ventures Fund VCT PLC|Matrix Income & Growth 2 VCT PLC|Matrix e-Ventures Fund Ltd.|Matrix Venture Fund VTC plc,239570331
Moffatt and Partners,,377942883
Mokulele Flight Service Inc.,"Mokulele Flight Service, Inc.|Mokulele Airlines",133499918
Moldova Ministry of Internal Affairs,,
Molecular Pharmacology (USA) Ltd,Molecular Pharmacology USA Ltd|Blue Hawk Ventures Inc|Molecular Pharmacology Limited,829695217
Moleculin Biotech Inc.,,080110202
Molloy College,college of Molloy|Molloy's college|universidad Molloy|universidad de Molloy|Molloy university,072390198
Molochny Zavod Kasymovski Ooo,,
Momentive Performance Materials Inc,GE Advanced Materials|Momentive Specialty Chemicals|Momentive Performance Materials Silicones LLC|GE Structured Products|Momentive Performance Materials GmbH & Co. KG|Momentive Performance Materials Holdings LLC|MPM Silicones LLC,789994014
Monarch Dental Corp,,945704823
Monarchy Enterprises Sarl,Regency Entertainment (USA) Inc|Monarchy Enterprises Holdings BV|New Regency Productions|Regency Enterprises,386146070
Money Partners Group Co. Ltd.,"マネーパートナーズグループ|MONEY PARTNERS GROUP CO., LTD.|マネーパートナーズ|株式会社マネーパートナーズソリューションズ|マネー　パートナーズ|Money Partners Co|マネー・パートナーズ|株式会社マネーパートナーズグループ|マネパＧ|株式会社マネーパートナーズ",711874276
Montana Department of Labor and Industry,Department of Labor and Industry Montana|Montana´s Department of Labor and Industry,809791031
Montgomery Realty Group Inc,,171273803
Monument Mining Ltd,Moncoa Corporation|Quick Fire Venture Capital Corp|Famehub Venture Sdn Bhd|Moncoa Medical Research Inc|Damar Consolidated Exploration Sdn Bhd,201122517
Moochang Co. Ltd.,,
Moorfields Eye Hospital NHS Foundation Trust,Hospital Oftalmològic Moorfields|Hospital Oftalmológico Moorfields|Hôpital oftalmologique de Moorfields|Hospital oftalmológico de Moorfields|Moorfield Eye Hospital NHS Foundation Trust,238064323
Mordovoagropromkhimiya OJSC,OJSC Mordovoagropromkhimiya|Mordovoagropromkhimiya OJSC|ОАО АПХ|Мордовоагропромхимия,357668552
MorganFranklin Corporation,"IGI|Blue Marble Consulting|Infinite Global Infrastructures, LLC|Infinite Global Infrastructures LLC",049003812
Morrissey Hospitality Companies Incorporated,,033095428
Mortage.com Inc,"Mortgage.com, Inc.|Mortgage com Inc",825235401
Mosmyasoprom OJSC,Мосмяспром|MOSMIASPROM|ОАО Мосмяспром,357938641
Moss Institute Co Ltd,モスインス|モスインスティチュート|株式会社モスインスティテュート|モスインスティ,696212963
Mostostal Gdansk SA,MG MAZOWSZE SA|MG WISLA SA|Wodny Swiat NEMO Sp zoo|MG STALTON SA|MG PROBUD SA|MG POMORZE SA|MG Chojnice Sp zoo|MG ZURAW SA,644535650
Moto Ventures Ltd,Moto Finance Plc,349639760
Mount Lucas Management Corp,MOUNT LUCAS MANAGEMENT,603110040
Mountain View Pharmaceuticals Inc,,949351407
Mountainwest Surgical Center Llc,,
Moura Baterias Automotivas E Indls Com Exportacao E Importacao Ltda,,
Movies and More,,018636596
Movil Tours S.A.,,
Mpr Invest B.V.,,
Mr Price Group Ltd,,
Mr. Wash Auto-Service AG,MR WASH AUTO SERVICE AG,315694836
Mraziarne Zilina a.s.,,644467045
Mt France,,
Mtel,,404299203
Mudit Finlease Ltd.,,860248564
Multi Prima Sejahtera Tbk PT,PT. Multi Prima Sejahtera Tbk.|Lippo Enterprises PT|Multi Prima Sejahtera Tbk. PT.|PT Multi Prima Sejahtera Tbk|Multi Prima Sejahtera Tbk PT,728683541
Multilab Industria E Comercio De Produtos Farmac Ltda,,
Multimedia Nova Corp.,Multimedia WTM Corp|Multimedia Nova Corp. Cl A,248599037
Multina Inc,,
Multiner S/A,New Energy Options,914632679
Multivac Maschinenbau Gesellschaft M.B.H. + Co. Kg.,,
Municipalidad Del Centro Poblado De Quillabamba,,
Murmanskaya TETS JSC,"ОАО ""Мурманская ТЭЦ""|Murmanskaya CHPP|Открытое акционерное общество ""Мурманская ТЭЦ""|Murmanskaya TETS|OAO Murmanskaya CHPP|Мурманская ТЭЦ|Murmanskaya TETS JSC",354899599
Murray Schoen and Homer,,045669959
Murrays,MURRAYS (EA),377943923
MusclePharm Corporation,"Muscle Pharm LLC|BioZone Pharmaceuticals, Inc.|Muscle Pharm Corporation|The Athletes Company™|MusclePharm® Corporation|MusclePharm Corporation|Tone in Twenty|Cocrystal Pharma Inc.",829680276
Mustafa's Pte Ltd,Mustafa Centre|Mohamed Mustafa & Samsuddin,595226853
MutRe SA,,502775963
Mutual Federal Bancorp Inc,,623958639
Mutualite Sociale Agricole,,734355456
Muze Incoporated,,800966483
Myasthenia Gravis Association,MGA|The Myasthenia Gravis Association,778879619
N A V TRADING,,305565814
N C Souter & Co Ltd,,229038187
N Chandradoss - Co,,
N Sethia Group Ltd,Newby Teas|N. Sethia Group Ltd,227120201
"NACCO Industries, Inc.","Hamilton Beach/Proctor-Silex Inc|Mississippi Lignite Mining Company|The Kitchen Collection, Inc.|The Coteau Properties Company|YALE MATERIALS HANDLING|NACCO Industries Inc. Cl B|NORTH AMERICAN COAL CORP|PROCTOR SILEX|NACCO Materials Handling Group|ナッコ・インダストリーズ|HAMILTON BEACH PROCTOR SILEX|Shanghai Hyster Forklift Ltd|NMH Group|NACCO INDS INC",147204127
NAKAJIMA SEISAKUSHO,株式会社 中島製作所|中島製作所,691394670
NAMIL METAL,,689280472
NANO Media Inc.,株式会社ナノ・メディア|ナノメディア|NANO Media Inc.|ナノ・メディア,696391031
NARODNY BANK (MOSCOW),,644618969
NE Cox Ltd.,N. E. Cox Limited|N E Cox Limited,218309664
NEFTEKHIMBANK,"NEFTECHIMBANK|АКБ ""Нефтехимбанк""",633187174
NEO Finance AB,,520214843
NEPC Agro Foods Ltd,N E P C-Agro Foods Ltd.|N E P C Agro Foods Ltd.|NEPC Agro Foods Ltd.,650202609
NEW MEDIA OPPORTUNITIES,,297653909
NEW RAJPUR MILLS,,650203805
NEW ZEALAND SUGAR COMPANY LTD,,590116547
NEWGREEN (UNDERWRITING AGENCIES) LTD,,290472836
NEWPORT SYNTHESIS LTD,NEWPORT SYNTHESIS,988682613
NEWS UK & IRELAND LTD,,
NICCO INDUSTRIES LTD,,862810335
NICHIEI FINANCE CO,日榮ファイナンス|NICHIEI FINANCE|日榮ファイナンス株式会社,690775861
NIDEC Copal Corp,Copal Co.|電産コパル|日本電産コパル,690543871
"NIHON CHOUZAI Co., Ltd.",日本調剤株式会社|日本調剤,692032782
NIPPON DENRO MANUFACTURING,日本電炉株式会社|日本電炉|NIPPON DENRO,690669254
NIPPON INFORMATION SCIENCE,日本情報科学,692286516
NIPPON MAGPHANE,日本Ｍａｇｐｈａｎｅ,690673934
NJ Holdings Inc.,"ネプロジャパン|NJ Holdings Inc|Nepro Japan Co., Ltd.|株式会社ネプロジャパン|NEPRO JAPAN Co Ltd|Nepro IT Co Ltd|NEPRO JAPAN Co.,Ltd.|tri-Ace, Inc.|Nepro Japan",703152306
NLB Banka a.d. Banja Luka,NLB Razvojna Banka,534684287
NORDISK BETAL TV,,355274440
NORTH ANDERSON CARS LTD,,296363286
NORTHERN AIRLINE SERVICES LTD,نورثرن ايرلاين سيرفس,766744437
NORTHERN DATA SERVICES,,398072348
NORWOOD TEXTILES,,295563605
NOV Inc.,"NOV Sara India Private Limited|Enerflow Industries Inc|Hitec ASA|Advanced Production & Loading ASA|Grant Prideco Incorporated|TUBOSCOPE VETCO (Deutschland) Gesellschaft mit beschränkter Haftung|Tuboscope Holdings Ltd|GustoMSC|Varco International Inc.|CE Franklin Ltd|Robbins & Myers, Inc|Corlac Equipment Ltd|Hochang Machinery Industries Co., Ltd.|Gammaloy Holdings, L.P.|Wilson International Inc|Hydralift ASA|Andergauge Ltd|Rolligon Ltd.|IRI International Corp|National OilWell Varco Incorporated|NQL Energy Services Incorporated|National Oilwell Inc|Dreco Acquisition Corporation|Fiberspar Corporation|Anson Ltd|ASEP Group Holding B.V.|Soil Recovery A/S|Marlex Energy Services Company|ناشيونال أويل ويل فاركو|STSA Pte Ltd|Fjords Processing AS|HAL Oilfield Pump & Equipment Co|Nov-BLM SAS|Merpro Group Ltd.|NOV Enerflow ULC|Ameron International Corp|Anson Limited|Hydralift-Blm|NKT Flexibles|Dreco Energy Services Ltd.|South Seas Inspection (S) Pte. Ltd.|ReedHycalog UK Ltd|hydralift blm",161681044
NOVA Chemicals Corporation,ノバ・ケミカルズ|LRM Industries LLC|NOVA CHEMICAL CORP|Nova Corp.,256780123
"NOVAC CO.,LTD.","NOVAC CO.,LTD.|株式会社ノバック",693912925
NPRIME,,345119601
NSB Retail Systems PLC,Real Time Control PLC|NSB RETAIL SYSTEMS PLC,777513953
NSZ Group,,248602948
NUCLEAR MUTUAL LTD,,875627010
NV Nederlandsche Apparatenfabriek,NEDAP N.V.|NEDERLANDSCHE APPARATENFABRIEK N.V.|NEDAP|NV NEDERLANDSCHE APPARATENFABRIEK NEDAP,403603731
Nadejda AD,Nadezhda AD|NIC Nadejda AD,681492751
Nagarjuna Coated Tubes Limited,,650048135
Nagase Beauty Care Co. Ltd.,,
Nagesh Knit And Wear,,
Nagomi Fudosan K.K.,,
Nakina Systems,iPine Networks Inc,205697100
Nammo Talley Inc.,Talley Defense Systems Inc,020132502
Nanbu Plastics Company Limited,南部化成|南部化成株式会社|NANBU PLASTICS|NANBU KASEI,691052088
Nanette Real Estate Group N.V.,,405430187
Nanmac Corp,,003087269
Nannini SpA,,430143974
NanoBioMatters Industries SL,,
Nanoform Finland Oyj,Nanoform USA,368424731
Nanosolar Inc.,"Nanosolar, Inc.",102061061
"Nanosys, Inc.",Glo AB,102511842
Nantong Dijing International Trade Co. Ltd.,,
Nantong Hengkangsheng Building Materials Co. Ltd.,,
Nantong Shanying Printing & Dyeing Co. Ltd.,,
Nara Mold & Die Co Ltd,나라엠앤디 주식회사|Nara M&D Co. Ltd.|Nara M & D Co. Ltd.|Nara Mold and Die Co. Ltd.|Nara M and D Co. Ltd.,688020122
Nass Magnet GmbH,NASS MAGNET (HANOVER)|Nass Magnet GmbH|NASS MAGNET,319490975
Nassau Trust Co.,,125552745
National American University Holdings Inc.,Camden Learning Corporation,829370134
National Association of Electrical Distributors,National Association of Electric Distributors|NAED|National Assn. of Electrical Distributors,076830025
National Bank of Romania,Banca Nazionale della Romania|Central Bank of Romania|Banque nationale de Roumanie|Natl Bank of Romania|Banca Naţională a României|Banco Nacional de Rumania|Romania's central bank|Romania central bank|المصرف الوطني الروماني|Romanian National Bank|루마니아 중앙은행|루마니아중앙은행|루마니아국립은행|National Bank in Romania (BNR)|NBR|The National Bank of Romania|루마니아 국립은행|Romanian Central Bank,552661035
National Bank of Umm al Quwain,The National Bank Of Umm Al Qaiwain Ltd|بنك ام القيوين الوطني|بنك أم القيوين الوطني,552418212
National Beef Packing Company LLC.,,147950794
National Commission on Correctional Health Care,NCCHC,167646140
National Electrical Benefit Fund,,089194211
"National Gypsum Properties, LLC",National Gypsum Properties LLC|National Gypsum Company,808836894
"National Health Investors, Inc.",NATIONAL HEALTH INVESTORS|NATL HEALTH INVESTORS|Legacy Commons,788134542
National Indemnity Company,National Indemnity Company|National Fire & Marine Insurance Company|Medical Liability Mutual Insurance Co|GUARD Insurance Group|Clal US Holdings Inc,006970354
National Information Solutions Cooperative Inc,Quintrex Data Systems Corp|Affinegy Inc,055458350
National Journal Group Inc,National Journal Group,054423686
National Lipid Association,NLA,799075945
National Marine Dredging Company,الجرافات البحرية الوطنية|NMDC|شركة الجرافات البحرية الوطنية,644381824
National Medical Care Inc.,,174496492
National Medical Financial Services Corporation,NATL MEDICAL FINANCIAL SVCS|NATIONAL MED FINL SVCS CORP|NATIONAL MEDICAL FINANCIAL SVC|National Medical Financial Services Corp.|NATIONAL MEDICAL FINANCIAL SERVICES CORP,086976149
National Mobile Development Co Inc,,074477498
National Newspaper Association,NNA,081073413
National Nurses United,NNU,961548307
National Response Corporation,"Enpro Services|Enpro Holdings Group Inc|SWS Environmental Services|Boom Technology, Inc. (MA)|Water Truck Services, Inc.",797384252
National Social Security Authority,NSSA,565562160
National Storage REIT,,740844030
